"years","months","month_num","quarter","region","warehouse_region","category","subcategory","brand","orders","units_sold","revenue","stokout_rate","shipping_delay_rate","avg_lead_time","total_returns","return_rate","return_reason"
2021,August,8,Q3,South,South,Skincare,Makeup Remover,L’Oréal Paris,3,4,504000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Mask,Innisfree,5,6,1991000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Mask,Innisfree,1,2,660000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Bioderma,8,9,3969000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Bioderma,7,7,3133000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Bioderma,4,7,3111000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Bioderma,1,1,450000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Bioderma,1,2,890000,0,0,4,1,0.50000000000000000000,Damaged package
2021,August,8,Q3,South,South,Skincare,Micellar Water,Garnier,10,16,2744000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Garnier,5,5,874000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Garnier,2,3,524000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Garnier,4,4,697000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,Garnier,1,1,174000,0,0,4,1,1.00000000000000000000,Shade mismatch
2021,August,8,Q3,South,South,Skincare,Micellar Water,L’Oréal Paris,13,25,4590000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,L’Oréal Paris,11,14,2553000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,L’Oréal Paris,2,3,549000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,L’Oréal Paris,1,1,183000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,L’Oréal Paris,2,3,551000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,L’Oréal Paris,1,2,366000,0,1,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Micellar Water,L’Oréal Paris,1,1,183000,0,1,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Bioderma,13,19,7928000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Bioderma,4,6,2500000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Bioderma,1,1,416000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Bioderma,2,2,836000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,CeraVe,14,16,7240000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,CeraVe,10,13,5841000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,CeraVe,7,9,4067000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,CeraVe,2,3,1358000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,CeraVe,1,2,902000,0,1,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,CeraVe,1,2,902000,1,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,CeraVe,1,3,1353000,0,0,5,2,0.66666666666666666667,Changed mind
2021,August,8,Q3,South,South,Skincare,Moisturizer,Kiehl's,3,8,4765000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Kiehl's,4,4,3823000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Kiehl's,1,1,946000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Kiehl's,1,1,960000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Kiehl's,1,1,956000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Neutrogena,8,9,3487000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Neutrogena,7,10,3856000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Neutrogena,2,2,778000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Neutrogena,2,2,387000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Neutrogena,1,1,387000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Moisturizer,Neutrogena,1,1,389000,0,1,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,L’Oréal Paris,18,28,12437000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,L’Oréal Paris,11,17,7600000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,L’Oréal Paris,7,9,3498000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,L’Oréal Paris,1,1,445000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,L’Oréal Paris,1,1,445000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,L’Oréal Paris,1,1,450000,1,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Rohto,1,1,274000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Rohto,7,9,2431000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Rohto,4,5,1362000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Rohto,1,2,544000,0,0,3,1,0.50000000000000000000,Changed mind
2021,August,8,Q3,South,South,Skincare,Serum,Skin1004,12,18,7855000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Skin1004,8,8,3504000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Skin1004,6,11,4813000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Skin1004,2,3,1313000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Skin1004,1,1,437000,0,1,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Skin1004,1,3,1323000,1,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Some By Mi,7,7,2723000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Some By Mi,8,10,3872000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Some By Mi,5,7,2700000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Some By Mi,2,2,778000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Some By Mi,1,1,387000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Some By Mi,1,2,774000,0,1,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Some By Mi,1,1,387000,0,0,3,1,1.00000000000000000000,Changed mind
2021,August,8,Q3,South,South,Skincare,Serum,The Ordinary,14,19,5588000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,The Ordinary,8,13,4050000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,The Ordinary,9,14,4376000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,The Ordinary,1,1,314000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,The Ordinary,1,1,310000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,The Ordinary,1,1,312000,1,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,The Ordinary,1,1,310000,1,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Vichy,5,5,4342000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Vichy,6,9,7695000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Vichy,4,7,6060000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Vichy,1,1,863000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Serum,Vichy,1,1,868000,0,0,3,1,1.00000000000000000000,Wrong item sent
2021,August,8,Q3,South,South,Skincare,Sheet Mask,Mediheal,4,11,374000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sheet Mask,Mediheal,3,8,272000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sheet Mask,Mediheal,6,9,302000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sheet Mask,Mediheal,2,4,136000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sheet Mask,Mediheal,1,3,102000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sheet Mask,Mediheal,1,1,32000,0,1,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,21,28,18986000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,11,21,14285000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,11,14,9520000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,3,5,3384000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,2,5,3288000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,1,3,2046000,0,1,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,1,1,682000,1,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Anessa,1,1,644000,1,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Bioré,18,30,7018000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Bioré,10,10,2165000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Bioré,5,5,1215000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Bioré,1,1,244000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Bioré,1,2,484000,0,1,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Bioré,2,2,473000,1,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,La Roche-Posay,27,40,20300000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,La Roche-Posay,20,29,14777000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,La Roche-Posay,9,13,6482000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,La Roche-Posay,6,8,4091000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,La Roche-Posay,1,2,1018000,1,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,La Roche-Posay,1,1,466000,0,0,4,1,1.00000000000000000000,Allergic reaction
2021,August,8,Q3,South,South,Skincare,Sunscreen,Skin Aqua,20,27,5786000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Skin Aqua,13,20,4245000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Skin Aqua,7,12,2558000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Skin Aqua,5,7,1481000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Skin Aqua,1,2,426000,0,1,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Skin Aqua,1,1,213000,0,1,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Skin Aqua,1,1,213000,0,0,4,1,1.00000000000000000000,Changed mind
2021,August,8,Q3,South,South,Skincare,Sunscreen,Sunplay,26,37,6779000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Sunplay,16,21,3833000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Sunplay,12,16,2920000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Sunplay,1,1,185000,1,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Sunplay,1,1,183000,1,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Sunscreen,Sunplay,1,1,185000,0,0,4,1,1.00000000000000000000,Changed mind
2021,August,8,Q3,South,South,Skincare,Toner,Kiehl's,6,6,6722000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Toner,Kiehl's,3,4,4486000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Toner,Kiehl's,1,1,1110000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Toner,Simple,3,6,927000,0,0,3,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Toner,Simple,6,8,1231000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Toner,Simple,5,8,1078000,0,0,5,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,South,Skincare,Toner,Simple,1,1,153000,0,0,6,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,Unknown,Skincare,Sunscreen,La Roche-Posay,1,2,1028000,0,0,4,0,0.00000000000000000000,Unspecified
2021,August,8,Q3,South,Unknown,Skincare,Toner,Simple,1,1,154000,0,0,3,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Body Care,Body Serum,Nivea,2,3,523000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Body Care,Body Serum,Nivea,1,2,348000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Body Care,Body Serum,Nivea,1,1,174000,0,1,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Body Care,Deodorant,Old Spice,1,1,145000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Body Care,Deodorant,Old Spice,1,3,435000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Body Care,Soap,Dove,1,2,94000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Body Care,Soap,Dove,1,2,94000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Hair Care,Dry Shampoo,Batiste,1,1,205000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Cushion,CLIO,2,3,1632000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Cushion,CLIO,1,1,605000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Cushion,CLIO,2,2,1216000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Cushion,CLIO,1,1,544000,0,1,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Cushion,Laneige,1,1,799000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Cushion,Laneige,3,3,2441000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Eyeliner,Judydoll,2,2,254000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Eyeliner,Judydoll,1,1,155000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Eyeliner,Judydoll,1,1,154000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,6,8,2461000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,5,7,2053000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,4,5,1539000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,1,2,534000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Foundation,Maybelline,5,5,1041000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Foundation,Maybelline,6,6,1251000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Foundation,Maybelline,2,2,370000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,"3CE",8,11,3830000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,"3CE",2,2,720000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,"3CE",2,2,742000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,"3CE",2,2,683000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,4,4,707000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,5,8,1444000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,1,1,189000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,2,4,656000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,1,1,190000,0,0,6,1,1.00000000000000000000,Changed mind
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,rom&nd,7,11,2347000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,rom&nd,3,6,1274000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,rom&nd,2,4,848000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,rom&nd,1,1,212000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lip Tint,rom&nd,1,3,636000,0,0,7,3,1.00000000000000000000,Damaged package
2021,December,12,Q4,Central,Central,Makeup,Lipstick,Maybelline,4,4,913000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lipstick,Maybelline,8,9,2095000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lipstick,Maybelline,5,5,1163000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Lipstick,Maybelline,3,6,1350000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Mascara,Kiss Me,5,6,1890000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Mascara,Kiss Me,1,1,321000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Mascara,Maybelline,3,3,740000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Mascara,Maybelline,2,3,762000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Mascara,Maybelline,2,2,502000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Mascara,Maybelline,1,1,251000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Makeup,Mascara,Maybelline,1,1,251000,0,1,5,1,1.00000000000000000000,Damaged package
2021,December,12,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,4,5,2332000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,9,12,4842000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,2,3,792000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Acne Care,Paula's Choice,1,2,1574000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Acne Care,Paula's Choice,2,3,2775000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Acne Care,SVR,2,3,1315000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Acne Care,SVR,1,1,437000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Acne Care,SVR,1,1,437000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,32,52,17036000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,18,28,8872000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,12,17,5608000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,5,9,2939000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,1,1,335000,0,1,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,1,1,335000,0,0,6,1,1.00000000000000000000,Allergic reaction
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,1,1,335000,0,0,5,1,1.00000000000000000000,Changed mind
2021,December,12,Q4,Central,Central,Skincare,Cleanser,CeraVe,1,1,275000,0,0,7,1,1.00000000000000000000,Changed mind
2021,December,12,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,16,22,7874000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,10,20,7241000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,7,8,2664000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,1,2,654000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,1,1,383000,0,1,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,1,3,1149000,0,0,5,3,1.00000000000000000000,Changed mind
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Senka,13,24,2842000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Senka,9,15,1748000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Senka,4,8,932000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Senka,3,6,729000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Senka,1,1,121000,1,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Senka,1,1,121000,0,0,5,1,1.00000000000000000000,Changed mind
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Simple,15,23,2651000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Simple,5,9,1185000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Simple,7,11,1374000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Simple,5,7,895000,0,0,8,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Cleanser,Simple,1,1,132000,1,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Lip Care,Laneige,1,1,510000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Lip Care,Laneige,2,3,1515000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Lip Care,Laneige,1,1,406000,0,0,6,1,1.00000000000000000000,Allergic reaction
2021,December,12,Q4,Central,Central,Skincare,Lip Care,Vaseline,1,1,79000,0,0,5,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Lip Care,Vaseline,3,4,370000,0,0,6,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Lip Care,Vaseline,2,2,75000,0,0,7,0,0.00000000000000000000,Unspecified
2021,December,12,Q4,Central,Central,Skincare,Lip Care,Vaseline,1,2,186000,0,1,5,0,0.00000000000000000000,Unspecified
